model,train_time_s,pred_time_s
Ridge,30.68363857269287,0.0
MLP,257.46986389160156,0.0
LinearRegression,0.031252145767211914,0.0
DecisionTree,3.3012118339538574,0.0
GradientBoosting,120.77429056167603,0.0
AdaBoost,32.850274085998535,0.04687809944152832
KNeighbors,0.5500955581665039,0.20830512046813965
RandomForest,593.549384355545,0.02314591407775879
SVR,7006.633122205734,0.015625953674316406
